#;Материал;Дата включения (указывается с 01.01.2017)
25;"Брошюра ""Правда о происхождении Иисуса Христа и Девы Марии"", автор – Вострягов В.А. Издавалась в ООО «Сандерс» (средство массовой информации). Решение Заволжского районного суда города Ульяновск от 12.07.2007.";
26;"Брошюра ""Русский народ и Конституция РФ"", автор – Вострягов В.А. Издавалась в ООО «Сандерс» (средство массовой информации). Решение Заволжского районного суда города Ульяновск от 12.07.2007.";
27;"Брошюра ""Это должен знать Русский», автор – Вострягов В.А. Издавалась в ООО «Сандерс» (средство массовой информации). Решение Заволжского районного суда города Ульяновск от 12.07.2007.";
28;"Брошюра ""Что делать….."", автор – Вострягов В.А. Издавалась в ООО «Сандерс» (средство массовой информации). Решение Заволжского районного суда города Ульяновск от 12.07.2007.";
29;"Брошюра ""Сарынь на кичку!"", автор Добровольский А.А. Издавалось в ОАО «Дом печати «Вятка». Решение Ленинского районного суда Кировской области от 22.08.2007.";
30;"Брошюра ""Язычество: закат и рассвет"", автор Добровольский А.А. Издавалось в ОАО «Дом печати «Вятка». Решение Ленинского районного суда Кировской области от 22.08.2007.";
31;Газета «Дивизия» №1 - Газета Русского Прикамья, 2001 (решение Индустриального районного суда города Ижевска Удмуртской Республики от 26.07.2007).;
32;Газета «Ижевская дивизия» № 2,3,4,5 - Газета Русского Прикамья, 2001 (решение Индустриального районного суда города Ижевска Удмуртской Республики от 26.07.2007).;
33;DVD -диск «Зов к исламской умме. Как долго еще?» (решение Ленинского районного суда города Уфы от 10.10.2007).;
34;Книга Такиуддина ан-Набохони «Система ислама» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007).;
35;Книга Такиуддина ан-Набохони «Исламское государство» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007).;
36;Книга Такиуддина ан-Набохони «Демократия – система безверия» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007).;
37;Книга Такиуддина ан-Набохони «Политическая концепция Хизб ут-Тахрир». (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007).;
38;Журнал «Аль-Ваъй» № 215 (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007).;
39;Журнал «Аль-Ваъй» № 221 (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007).;
40;Журнал «Аль-Ваъй» № 230 (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007).;
41;Журнал «Аль-Ваъй» № 233 (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007).;
42;Журнал «Аль-Ваъй» № 234 (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007).;
43;Журнал «Аль-Ваъй» № 235 (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007).;
44;Журнал «Аль-Ваъй» № 236 (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007).;
45;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Вера и человек», 2000 год издания, перевод М.Г. Тамимдарова (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
46;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Основы искренности», 2000 год издания, переводчик не указан (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
47;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Истины вечности души», 2000 год издания, перевод М.Ш. Абдуллаева (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
48;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Истины веры», 2000 год издания, переводчик не указан (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
49;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Путеводитель для женщин», 2000 год издания, перевод М.Ш. Абдуллаева (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
50;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Плоды веры», 2000 год издания, перевод М.Г. Тамимдарова (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
51;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Рамадан. Бережливость. Благодарность», 2000 год издания, переводчик не указан (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
52;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Мунаджат (Молитва). Третий луч», 2002 год издания, перевод М.Г. Тамимдарова (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
53;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Тридцать три окна», 2004 год издания, перевод М. Ирсала (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
54;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Основы братства», 2004 год издания, перевод М.Г. Тамимдарова (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
55;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Путь истины», 2004 год издания, перевод М.Ш. Абдуллаева, М.Г. Тамимдарова (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
56;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Посох Мусы», год издания не указан, перевод Т.Н. Галимова, М.Г. Тамимдарова (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
57;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Краткие слова», год издания не указан, перевод М.Г. Тамимдарова (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
58;Книга из собраний сочинений Саида Нурси «Рисале-и Нур» «Брошюра для больных», 2003 год издания, перевод М.Г. Тамимдарова (решение Коптевского районного суда САО г. Москвы от 21.05.2007).;
59;Материалы, опубликованные в газете «За Русь!» за 2005 год № 4 (49) редактор и издатель С. Путинцев (решение Ленинского суда г. Новороссийска от 21.06.2007).;
60;Материалы, опубликованные в газете «За Русь!» за 2006 год № 1 (50) редактор и издатель С. Путинцев (решение Ленинского суда г. Новороссийска от 21.06.2007).;
61;Материалы, опубликованные в газете «За Русь!» за 2006 год № 2 (51) редактор и издатель С. Путинцев (решение Ленинского суда г. Новороссийска от 21.06.2007).;
62;Информационные материалы статьи «Давайте сдохнем» газеты «PARA BELLUM» № 9 за декабрь 2005 г. (решение Советского районного суда г. Челябинска от 25.09.2007).;
63;Информационные материалы статьи «Апофеоз прелюдий» газеты «PARA BELLUM» № 9 за декабрь 2005 г. (решение Советского районного суда г. Челябинска от 25.09.2007).;
64;Книга «Основы исламского вероучения (Усус аль-акида)» (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
65;Книга «Исламская акида (вероучение, убеждение, воззрение) по Священному Корану и достоверным изречениям пророка Мухаммада» (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
66;Брошюра «Ас-Саляфия (правда и вымысел)» (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
67;Книга «Жизнеописание пророка, да благословит его Аллах и приветствует» (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
68;Брошюра «Ислам сегодня» (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
69;Книга «Слово о единстве» (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
70;Книга «Установление законов Аллаха» (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
71;Книга «Программы по изучению шариатских наук» (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
72;Книга «Объяснение основ веры», краткий очерк догматов ислама (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
73;Книга «Личность мусульманина, в том виде, который стремится придать ей ислам с помощью Корана и Сунны». 4-е издание (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
74;Книга «Отведение сомнений» (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
75;Книга «Книга единобожия», Салих ибн Фавзан ал Фавзан (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
76;Брошюра «Разъяснение основ веры: заметки об истинном вероучении» (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
77;Книга «Жизнь шейха Мухаммада ибн Абд аль-Ваххаба…» (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
78;Книга «Основы ислама», Абуль Аль-Аля аль-Маудуди, Москва: ПК «Сатланда», при участии МП «Странник», 1993, 128 стр., перевод И. Мухаммеда Шейха (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
79;Брошюра «Необходимость соблюдения «Сунны Посланника Аллаха» (да благословит его Аллах и приветствует)». (решение Бугурусланского городского суда Оренбургской области от 06.08.2007 и определение Бугурусланского городского суда Оренбургской области от 19.10.2007).;
80;Листовка с эссе «Бал сатаны на обломках России» за подписью «Протоколы сахалинских мудрецов» (решение Южно-Сахалинского городского суда от 31.10.2007).;
81;Печатный материал «Русская фаланга» № 14 (42) от 25 декабря 2004 года (решение Октябрьского районного суда города Ижевска от 05.10.2007).;
82;Печатный материал «Республика» № 4 (18-24 апреля 2004 года) (решение Октябрьского районного суда города Ижевска от 05.10.2007).;
83;Печатный материал «Наш народный наблюдатель» № 1 (ноябрь 2003 года) (решение Октябрьского районного суда города Ижевска от 05.10.2007).;
84;Брошюра «Исламская Вера» (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
85;Брошюра «Приближение к Аллаху – путь к успеху» (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
86;Брошюра «Сознание «Аль-Ваъй» № 203 (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
87;Брошюра «Сознание «Аль-Ваъй» № 204 (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
88;Брошюра «Сознание «Аль-Ваъй» № 205 (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
89;Брошюра «Сознание «Аль-Ваъй» № 207 (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
90;Брошюра «Сознание «Аль-Ваъй» № 208 (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
91;Брошюра «Вхождение в общество» (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
92;Брошюра «Партийное сплочение» (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
93;Брошюра «Прокламации относительно хода действий» (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
94;Брошюра «Путь к Вере» (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
95;Брошюра «Тафсир Аятов» (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
96;Брошюра «Система Ислама» (решение Правобережного районного суда г. Магнитогорска Челябинской области от 16.11.2007).;
97;Листовка со стихотворением «Обращение к русским мужчинам на 23 февраля» за подписью «Русские женщины» (решение Южно-Сахалинского городского суда от 14.12.2007).;
98;Листовка с заголовком «Уважаемые земляки!», завершающаяся текстом «Вступайте в Славянский союз!» (решение Южно-Сахалинского городского суда от 14.12.2007).;
99;Листовка «Славянский союз» с тремя изображениями и высказыванием «Скажи «нет» инородной сволочи!!! Вступайте в СС» (решение Южно-Сахалинского городского суда от 25.10.2007).;
100;Стихотворение «Чуда-Юда» за подписью «Николай Федоров» (решение Южно-Сахалинского городского суда от 25.10.2007).;
101;Фильм «Россия с ножом в спине. Еврейский фашизм и геноцид русского народа» (решение Ленинского районного суда г. Кирова от 29.08.2007, решение Приморского районного суда Санкт-Петербурга от 28.07.2008).;
102;Статья «Религиозная экспансия или духовный экстремизм?», опубликованная в газете «Чуйские зори» № 21 (2664) от 24 мая 2007 под псевдонимом «В. Калягин» (решение Кош-Агачского районного суда Республики Алтай от 23.01.2008).;
103;Текст песни «Просторы Европы» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
104;Текст песни «Хрустальная ночь» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
105;Текст песни «В память героям» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
106;Текст песни «YO–YO – реп гнилье - YO» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
107;Текст песни «Мой выходной» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
108;Текст песни «Это война» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
109;Текст песни «Отряд патриотов» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
110;Текст песни «Смерть врагам!» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
111;Текст песни «Каждый день под флагом смерти» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
112;Текст песни «Моё клеймо (Bonus track)» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
113;Текст песни «Деим гор (Remake)» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
114;Текст песни «Это наш век» музыкальной группы «Циклон Б» (решение Нагатинского суда г. Москвы от 01.10.2007).;
115;Газета «ХидаяТ» № 4 (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
116;Газета «ХидаяТ» № 5 (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
117;Газета «Хикмат» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
118;Газета «Хукмат» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
119;Брошюра – информационно-аналитический дайджест № 8 (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
120;Брошюра «Воссоздание Халифата – ответственность мусульман» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
121;Брошюра «Административные правила» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
122;Брошюра «Прокламации относительно хода действия» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
123;Брошюра «В предоставлении спецслужбам информации о хизбе, о его шабабах имеется очевидный вред, который запрещается исламом» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
124;Листовка «В Башкортостане возобновились аресты мусульман» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
125;Листовка «В Уфе вынесли очередной приговор по делу Хизб-ут-Тахрир» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
126;Листовка «Правоохранительные органы РФ фальсифицируют факты и лживо обвиняют Хизб-ут-Тахрир» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
127;Листовка «Как вести себя в случае контакта со спецслужбами» (решение Туймазинского районного суда Республики Башкортостан от 05.09.2007 и определение Туймазинского районного суда Республики Башкортостан от 18.02.2008).;
128;Сообщение (листовка), размещенное Втулкиным Александром Александровичем на странице информационно-политического портала «zaks.ru» и на веб-сайте «Агентства журналистских расследований» (решение Смольнинского районного суда г. Санкт-Петербурга от 29.01.2008).;
129;Стихотворение «Прогоните жида» (автор Щербина В.П.), содержащегося в № 1 (5) за март 2006 г. газеты «Русский Вестник Кубани» (решение Центрального районного суда г. Сочи от 06.02.2008).;
130;Книга Лотфуллина И.М., Ислаева «Джихад татарского народа» Героическая борьба татар-мусульман с православной инквизицией на примере истории новокрещенской конторы» (решение Городищенского районного суда Пензенской области от 22.02.2008).;
131;Книга Доктора Абд Аль-Азиз Бин Мухаммад «Что нужно знать о единобожии» (решение Городищенского районного суда Пензенской области от 22.02.2008).;
132;"Книга Сафи ар-Рахман аль-Мубаракфури «Мухаммад. Да благословит его Аллах и приветствует» (решение Городищенского районного суда Пензенской области от 22.02.2008);";
133;Листовка с названием «Жидофашизм» (выходные данные «Молодая гвардия» Н. и А. Июль 2007) (решение Ленинского районного суда г. Ульяновска от 21.03.2008).;
134;Листовка с названием «Мнение всемирно известного писателя» (выходные данные «Молодая гвардия» Н. Июль 2007) (решение Ленинского районного суда г. Ульяновска от 21.03.2008).;
135;Номер 2 газеты «Наш народный наблюдатель» за февраль 2004 года (решение Октябрьского районного суда г. Санкт-Петербурга от 12.03.2008).;
136;Номер 3 газеты «Наш народный наблюдатель» за апрель-май 2004 года (решение Октябрьского районного суда г. Санкт-Петербурга от 12.03.2008).;
137;Журнал «Аль-Ваъй» № 242 от апреля 2007 года (решение Ленинского районного суда г. Уфы от 28.03.2008).;
138;Листовка «Обязательность сплочения для того, чтобы вернуть Халифат» (решение Ленинского районного суда г. Уфы от 28.03.2008).;
139;Брошюра «Размышление обывателя или что твориться в Республике Алтай?!» (решение Онгудайского районного суда Республики Алтай от 26.03.2008).;
140;Печатный материал «Артоманс» № 1 (решение Череповецкого городского суда Вологодской области от 03.03.2008).;
141;Печатный материал «Артоманс» № 2 (решение Череповецкого городского суда Вологодской области от 03.03.2008).;
142;"Видеоматериал, представляющий собой файл Видеопровокация.avi, размещенный в информационно-телекоммуникационной сети «Интернет» на сервере ООО «Новгород Дейтаком» по адресу ftp:// ftp5.natm./ru/incoming/clips/Провокация ФСБ (решение Новгородского городского суда Новгородской области от 17.03.2008);";
143;Книга Великого Аятолла Имам Хомейни «Завещание», издатель Независимый Информационный Центр «Тавхид», ПП «Чертановская типография» Мосгорпечать (113545, Москва, Варшавское шоссе, 129а) (решение Городищенского районного суда Пензенской области от 21.02.2008).;
144;Брошюра «Мы верим – Вы поможете!» (решение Онгудайского районного суда Республики Алтай от 10.04.2008).;
145;Агитационная листовка с названием «Выборы – жидовское оружие захвата власти!» (решение Ленинского районного суда г. Нижнего Новгорода от 16.04.2008).;
146;Листовка «Русский Порядок» Нацинформ № 1 Молодежное крыло Рязанской организации РНЕ (решение Железнодорожного районного суда г. Рязани от 21.04.2008).;
147;Листовка «Русский Порядок» Нацинформ № 23 (решение Железнодорожного районного суда г. Рязани от 21.04.2008).;
148;Славянский языческий альманах «Хорс», 2005, выпуск № 1 (решение Советского районного суда г. Самары от 04.03.2008).;
149;Славянское языческое обозрение «Хорс», 2006, выпуск № 2 (решение Советского районного суда г. Самары от 04.03.2008).;
150;Славянское языческое обозрение «Хорс», 2006, выпуск № 3 (решение Советского районного суда г. Самары от 04.03.2008).;
151;Книга Абдуррахмана Раафата аль-Баши «Картинки из жизни сподвижников посланника Аллаха (да благословит его Аллах и приветствует)», издательский Дом «БАДР», Москва, 2001 (125319, Москва, Ленинградский проспект, 64, стр.4) (решение Городищенского районного суда Пензенской области от 21.02.2008).;
